hum_blatant,attention,attention_num,ft_in,ft_out,ft_diff,hum_blatant_in,hum_blatant_out,hum_subtle_in,hum_subtle_out,hum_subtle,authscale,party_strength,close,close_recode,Age,pid7,Gender,race,party_binary,scandal,scandal_out,pid,Republican
31,Some of the time,3,30,1,29,35,4,3.75,4,-0.25,0.25,2,2,1,27,2,Male,White,Democrat,3.6,-1,Democrat,0
70,Most of the time,4,90,2,88,90,20,4,3.25,0.75,1,3,3,2,65,7,Female,White,Republican,3.4,1,Republican,1
52,Only now and then,2,65,14,51,65,13,4.5,2.75,1.75,0.75,2,3,2,43,6,Male,White,Republican,4.4,1,Republican,1
NA,Most of the time,4,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,60,4,Female,White,NA,3.4,NA,Independent,0
9,Most of the time,4,13,17,-4,29,20,7,7,0,0.5,3,4,3,35,7,Male,White,Republican,3.4,-1,Republican,1
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,27,4,Male,Other,NA,5.2,NA,Other,0
1,Some of the time,3,90,9,81,81,80,5,1,4,NA,3,3,2,46,7,Male,White,Republican,3,-1,Republican,1
54,Some of the time,3,87,17,70,86,32,4,3.75,0.25,0.5,3,4,3,37,1,Male,White,Democrat,3.4,1,Democrat,0
0,Most of the time,4,44,17,27,64,64,4,4,0,1,2,2,1,52,6,Male,White,Republican,4,-1,Republican,1
1,Some of the time,3,50,19,31,63,62,5.25,5.25,0,0.75,2,3,2,28,6,Male,White,Republican,3.2,1,Republican,1
68,Only now and then,2,84,30,54,100,32,3.75,3.5,0.25,0.75,2,2,1,63,2,Male,Other,Democrat,NA,NA,Democrat,0
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,59,4,Female,White,NA,3,NA,Independent,0
34,Some of the time,3,82,27,55,56,22,3.5,4,-0.5,0.5,3,3,2,65,1,Female,Native American,Democrat,4,1,Democrat,0
23,Some of the time,3,80,56,24,72,49,4.25,3.5,0.75,0.5,2,2,1,52,2,Female,Black,Democrat,3.4,1,Democrat,0
22,Some of the time,3,76,33,43,91,69,1.75,2.75,-1,0.75,2,2,1,26,2,Female,Asian,Democrat,4,-1,Democrat,0
28,Some of the time,3,22,69,-47,54,26,3.75,3.5,0.25,0.5,2,3,2,19,6,Male,Other,Republican,4.2,-1,Republican,1
50,Most of the time,4,100,40,60,100,50,7,7,0,0.75,3,4,3,24,7,Female,White,Republican,3.4,-1,Republican,1
95,Most of the time,4,100,19,81,100,5,4,3.25,0.75,1,3,4,3,57,1,Female,Black,Democrat,NA,NA,Democrat,0
1,Some of the time,3,72,32,40,60,59,1.5,1.5,0,1,3,3,2,32,1,Female,White,Democrat,NA,NA,Democrat,0
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,40,4,Female,White,NA,3.2,NA,Independent,0
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,47,4,Female,White,NA,3.8,NA,Independent,0
22,Some of the time,3,91,0,91,80,58,3.5,3,0.5,0.75,3,4,3,50,1,Female,Black,Democrat,NA,NA,Democrat,0
0,Most of the time,4,71,19,52,99,99,6.5,6.5,0,0.5,2,3,2,40,6,Male,White,Republican,3.4,1,Republican,1
100,Most of the time,4,100,0,100,100,0,3.25,4,-0.75,1,3,3,2,28,7,Male,White,Republican,3.8,-1,Republican,1
-8,Most of the time,4,68,68,0,64,72,4,5.25,-1.25,NA,2,2,1,36,6,Female,White,Republican,4,1,Republican,1
27,Some of the time,3,86,21,65,100,73,5.25,4.5,0.75,0.5,3,4,3,60,7,Female,White,Republican,4,-1,Republican,1
26,Most of the time,4,72,5,67,65,39,4,4.25,-0.25,0.5,1,3,2,27,3,Female,White,Democrat,3.2,-1,Independent,0
12,Most of the time,4,80,63,17,89,77,4.25,4,0.25,0.5,2,3,2,52,6,Male,White,Republican,4.4,-1,Republican,1
29,Most of the time,4,50,0,50,30,1,3.75,2.5,1.25,0.5,1,3,2,54,5,Female,White,Republican,NA,NA,Independent,1
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,59,4,Male,White,NA,NA,NA,Independent,0
NA,Most of the time,4,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,18,4,Male,Black,NA,3.8,NA,Independent,0
81,Most of the time,4,100,28,72,100,19,5.5,5.75,-0.25,1,3,4,3,24,7,Male,White,Republican,4,-1,Republican,1
20,Most of the time,4,70,9,61,71,51,4.75,4.75,0,0.75,3,3,2,65,7,Male,White,Republican,NA,NA,Republican,1
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,39,4,Female,White,NA,4,NA,Other,0
100,Most of the time,4,100,0,100,100,0,2.5,1,1.5,0.75,3,4,3,33,7,Male,White,Republican,4,-1,Republican,1
99,Most of the time,4,100,1,99,100,1,5.75,2.5,3.25,0.5,3,4,3,23,1,Female,White,Democrat,4.4,-1,Democrat,0
65,Most of the time,4,89,4,85,100,35,6.25,1.75,4.5,0,3,3,2,31,1,Female,White,Democrat,4,1,Democrat,0
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,19,4,Male,Other,NA,4.2,NA,Other,0
0,Some of the time,3,79,55,24,100,100,4.75,4.5,0.25,1,3,4,3,50,1,Female,Black,Democrat,2.2,1,Democrat,0
17,Most of the time,4,85,3,82,95,78,4,2.25,1.75,1,1,3,2,65,3,Male,White,Democrat,3.6,-1,Independent,0
NA,Most of the time,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,50,4,Male,Asian,NA,NA,NA,Independent,0
30,Most of the time,4,75,6,69,70,40,5,4.5,0.5,1,3,3,2,59,7,Female,White,Republican,3.6,1,Republican,1
49,Some of the time,3,84,24,60,61,12,4.25,2.75,1.5,0,2,3,2,26,2,Female,Other,Democrat,NA,NA,Democrat,0
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4,Female,White,NA,NA,NA,Independent,0
4,Some of the time,3,46,40,6,79,75,5.25,5.25,0,0.5,2,3,2,20,6,Male,White,Republican,2.8,-1,Republican,1
56,Most of the time,4,60,0,60,91,35,3.5,2.5,1,0.25,1,2,1,41,3,Male,White,Democrat,1.6,1,Independent,0
24,Most of the time,4,87,76,11,85,61,6,5.25,0.75,0.5,2,2,1,34,6,Male,White,Republican,3.6,1,Republican,1
3,Most of the time,4,20,4,16,54,51,1.5,2.75,-1.25,0.5,2,2,1,55,6,Female,White,Republican,3.6,-1,Republican,1
24,Some of the time,3,100,6,94,75,51,6.25,5,1.25,1,3,3,2,38,1,Female,White,Democrat,2.6,-1,Democrat,0
36,Most of the time,4,91,92,-1,99,63,7,7,0,0,3,4,3,25,7,Male,White,Republican,3,1,Republican,1
0,Hardly at all,1,5,3,2,30,30,4.5,4.5,0,0.5,2,2,1,58,6,Female,White,Republican,3.4,-1,Republican,1
-13,Most of the time,4,43,70,-27,44,57,6,5.5,0.5,0.5,3,4,3,29,1,Female,White,Democrat,3.8,1,Democrat,0
-2,Hardly at all,1,52,51,1,92,94,4.5,4.25,0.25,1,2,2,1,51,6,Female,White,Republican,3.8,1,Republican,1
13,Some of the time,3,21,37,-16,45,32,3.25,3.5,-0.25,0.75,1,3,2,22,3,Male,Other,Democrat,3.4,1,Independent,0
42,Only now and then,2,91,27,64,94,52,6,5.5,0.5,1,3,4,3,48,1,Female,White,Democrat,2.4,1,Democrat,0
49,Some of the time,3,74,28,46,85,36,4,3.75,0.25,0.25,2,2,1,55,2,Female,White,Democrat,4.4,-1,Democrat,0
58,Most of the time,4,100,5,95,100,42,4.25,4.5,-0.25,0.75,3,4,3,63,7,Female,White,Republican,3,1,Republican,1
0,Most of the time,4,79,12,67,100,100,5.25,4.25,1,0.5,2,3,2,49,2,Female,White,Democrat,3.4,1,Democrat,0
2,Most of the time,4,100,0,100,60,58,5.5,1,4.5,1,3,4,3,42,1,Male,Black,Democrat,3.8,-1,Democrat,0
0,Most of the time,4,100,0,100,100,100,4,4,0,0.75,3,4,3,22,7,Male,White,Republican,NA,NA,Republican,1
0,Only now and then,2,51,51,0,51,51,4,4,0,0.5,2,3,2,31,2,Female,Black,Democrat,4,-1,Democrat,0
63,Some of the time,3,64,12,52,89,26,2,2,0,0.5,3,3,2,25,1,Female,Black,Democrat,4,1,Democrat,0
42,Hardly at all,1,75,18,57,75,33,4.5,2.25,2.25,0.5,3,3,2,23,7,Female,White,Republican,4,-1,Republican,1
78,Some of the time,3,88,16,72,100,22,3.75,3.5,0.25,1,3,3,2,23,7,Female,White,Republican,4,-1,Republican,1
98,Some of the time,3,100,2,98,100,2,7,1,6,0.75,2,2,1,52,6,Male,Other,Republican,4,-1,Republican,1
50,Hardly at all,1,100,3,97,100,50,6.25,1,5.25,0.75,3,3,2,31,7,Female,White,Republican,4,-1,Republican,1
59,Some of the time,3,98,35,63,99,40,4.5,4.75,-0.25,0.5,3,4,3,44,7,Male,White,Republican,3.8,-1,Republican,1
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57,4,Female,White,NA,NA,NA,Other,0
NA,Most of the time,4,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,62,4,Male,White,NA,3.2,NA,Independent,0
5,Some of the time,3,81,48,33,71,66,3.5,4.25,-0.75,0.75,2,3,2,61,2,Female,White,Democrat,3.6,-1,Democrat,0
0,Hardly at all,1,9,0,9,8,8,2.5,2.5,0,0.5,2,2,1,59,6,Female,White,Republican,NA,NA,Republican,1
0,Some of the time,3,83,20,63,100,100,3.75,3,0.75,1,2,3,2,54,6,Female,White,Republican,2.6,1,Republican,1
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,61,4,Female,Other,NA,4.2,NA,Independent,0
33,Most of the time,4,86,51,35,80,47,4,3.25,0.75,NA,2,3,2,38,2,Female,White,Democrat,3.4,-1,Democrat,0
23,Most of the time,4,81,3,78,96,73,5,4.5,0.5,0,1,4,3,47,3,Female,White,Democrat,2.4,-1,Independent,0
20,Most of the time,4,93,2,91,100,80,5.75,5,0.75,0,3,4,3,49,1,Female,White,Democrat,3.8,-1,Democrat,0
41,Most of the time,4,84,19,65,73,32,5,5.5,-0.5,0.5,3,3,2,31,7,Female,White,Republican,4.6,-1,Republican,1
1,Hardly at all,1,51,50,1,52,51,4,4,0,0.5,3,2,1,28,1,Female,White,Democrat,4,-1,Democrat,0
30,Most of the time,4,58,73,-15,89,59,5.75,5.25,0.5,0.75,1,3,2,28,5,Female,Other,Republican,4.2,1,Independent,1
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,53,3,Female,White,Democrat,2.8,-1,Independent,0
84,Most of the time,4,100,17,83,100,16,7,3,4,0.75,3,4,3,50,1,Male,Black,Democrat,NA,NA,Democrat,0
35,Only now and then,2,80,22,58,100,65,5.25,5,0.25,0.25,2,3,2,18,2,Female,White,Democrat,NA,NA,Democrat,0
90,Most of the time,4,50,0,50,90,0,4,2.5,1.5,0.5,3,3,2,23,7,Female,White,Republican,4.8,-1,Republican,1
14,Most of the time,4,100,100,0,100,86,7,7,0,0.5,3,4,3,27,7,Male,White,Republican,3.8,1,Republican,1
54,Some of the time,3,69,47,22,93,39,5,5,0,0.25,1,2,1,31,3,Female,White,Democrat,3,-1,Independent,0
38,Some of the time,3,58,23,35,62,24,3.25,2,1.25,0.5,2,3,2,28,2,Male,White,Democrat,3.8,-1,Democrat,0
0,Hardly at all,1,61,55,6,52,52,5.75,4.5,1.25,0,1,3,2,41,3,Female,White,Democrat,4.2,-1,Independent,0
NA,Hardly at all,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,29,4,Female,White,NA,4,NA,Independent,0
66,Some of the time,3,100,7,93,100,34,5.25,3.25,2,1,3,3,2,30,1,Female,Black,Democrat,4.2,-1,Democrat,0
25,Some of the time,3,75,20,55,55,30,3.75,4.25,-0.5,1,1,3,2,59,5,Female,White,Republican,3.6,-1,Independent,1
71,Most of the time,4,80,0,80,71,0,3.25,2.5,0.75,0,2,3,2,40,2,Female,Black,Democrat,NA,NA,Democrat,0
96,Some of the time,3,100,8,92,100,4,5.75,5.5,0.25,0.75,2,3,2,34,2,Female,Black,Democrat,3.6,-1,Democrat,0
7,Most of the time,4,60,1,59,93,86,4.5,2.5,2,0.75,2,2,1,63,6,Male,White,Republican,NA,NA,Republican,1
31,Most of the time,4,93,5,88,100,69,4,3.25,0.75,0.5,3,4,3,60,1,Male,Black,Democrat,4.2,1,Democrat,0
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,36,4,Male,White,NA,4,NA,Independent,0
92,Some of the time,3,100,5,95,100,8,4,4.25,-0.25,1,3,4,3,57,7,Female,White,Republican,2.4,-1,Republican,1
-40,Most of the time,4,50,100,-50,60,100,3.25,4.75,-1.5,0.5,1,2,1,28,3,Male,Other,Democrat,3.8,-1,Independent,0
10,Most of the time,4,100,60,40,100,90,4.25,4.5,-0.25,1,3,4,3,25,7,Male,White,Republican,3.4,1,Republican,1
-55,Most of the time,4,40,100,-60,30,85,6.5,4,2.5,NA,3,2,1,32,1,Male,White,Democrat,3.6,1,Democrat,0
-8,Most of the time,4,98,80,18,84,92,5.75,5.5,0.25,1,3,4,3,33,1,Male,Other,Democrat,3.4,-1,Democrat,0
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,21,4,Female,Other,NA,NA,NA,Independent,0
0,Most of the time,4,85,9,76,89,89,2.5,3.5,-1,1,3,4,3,29,7,Male,White,Republican,2.6,1,Republican,1
17,Most of the time,4,96,80,16,95,78,6.5,6.5,0,0.5,3,4,3,33,7,Male,White,Republican,3.6,1,Republican,1
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,31,4,Female,Black,NA,NA,NA,Other,0
17,Some of the time,3,77,48,29,77,60,3.75,3.5,0.25,0.5,2,3,2,60,6,Male,White,Republican,4,1,Republican,1
NA,Hardly at all,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,40,4,Male,Other,NA,NA,NA,Independent,0
0,Some of the time,3,87,33,54,100,100,5.75,6.5,-0.75,0.5,2,3,2,29,6,Male,White,Republican,3,1,Republican,1
21,Most of the time,4,72,48,24,73,52,3.75,4,-0.25,0.5,2,3,2,21,2,Female,Asian,Democrat,3.6,-1,Democrat,0
4,Some of the time,3,75,71,4,58,54,5.5,4.75,0.75,0.75,3,3,2,54,1,Female,Black,Democrat,3.2,1,Democrat,0
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,18,4,Female,Black,NA,3,NA,Other,0
88,Hardly at all,1,94,15,79,95,7,7,2,5,0.75,3,4,3,52,1,Male,Other,Democrat,3.4,-1,Democrat,0
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,35,4,Female,Other,NA,NA,NA,Independent,0
18,Some of the time,3,78,55,23,95,77,5.75,6,-0.25,0.5,3,3,2,27,1,Male,White,Democrat,3.8,1,Democrat,0
21,Most of the time,4,57,25,32,37,16,3.75,3.75,0,0.5,3,3,2,32,7,Male,White,Republican,3.6,1,Republican,1
99,Most of the time,4,100,NA,NA,100,1,6.25,5.5,0.75,0.5,3,4,3,33,7,Male,White,Republican,4.2,-1,Republican,1
